URL,Manufacturer,Additional Descriptions,Product Description,Data ASIN
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0OTEyMTk0OTA4MjEzNjA4OjE2ODUwMjQyNjQ6c3BfYnRmOjIwMTU5Njk3MzQxMzk4OjowOjo&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4PTT633%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024264%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,B0C4PTT633,"['Dimensions and Capacity]: (48 Cm X 33 Cm X 28 CM) 28 Liters. Compatible upto 16\xa0Inches\xa0Laptop.', 'Easy Access Pockets: A sleek anti-theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organized.', 'Two Large Compartment: It comes with two large compartments with separate padded laptop compartment with elastic bands to hold the laptop.', 'Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this backpack a suitable alternative to bulky and unsightly laptop backpacks', 'Waterproof Fabric: The backpack comes with a superior waterproof fabric which helps in keeping your laptop and other important stuff\xa0safe\xa0from\xa0rain']",,B0C4PTT633
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0Mjk3MzU5MTU1OTk3MTQ3OjE2ODUwMjQyNzI6c3BfYXRmX25leHQ6MjAxNTk3MjkyMzgzOTg6OjA6Og&url=%2FRASHKI-Overnighter-Backpack-Laptop-leather%2Fdp%2FB0BW8T473B%2Fref%3Dsr_1_17_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024272%26sprefix%3Dba%252Caps%252C283%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,B0BW8T473B,"['Closure: Zipper', 'Women Backpack', 'Women premium Backpack', 'Women Laptop bag', 'Unisex Work Backpack', 'Men Laptop Backpack']",,B0BW8T473B
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0Mjk3MzU5MTU1OTk3MTQ3OjE2ODUwMjQyNzI6c3BfYXRmX25leHQ6MjAxMTAxODE1MTExOTg6OjA6Og&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_18_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024272%26sprefix%3Dba%252Caps%252C283%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,13-Jan-21,"['CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Pink and Grey, Water resistant: Yes <br>', 'PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 29 x 14 x 41 cm, Capacity: 16L, Fits up to a 15.4” laptop <br>', 'MOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve. <br>', 'HIDDEN MAGNETIC POCKET: Snaps close and stores your phone/passport for quick access; MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI) <br>', 'Compartment Description: Up To 16 Inches; Pattern Name: Solid; Color Name: Modern Love; Lining Description: Polyester; Closure Type: Zipper; Warranty Description: 12 Months Warranty; Age Range Description: Adult <br>']",,B08T1769X9
https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-19,ADISA,"['Material: Water Resistant Strong Polyester', 'Compartments: 2 with padding', 'Laptop Size: 15.6 inch and below', 'Dimensions: LxWxH - 11 x 6 x 18 inches', 'Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover']",,B0BPVLXD53
https://www.amazon.in//Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-20,Gear Merchandise PVT LTD,"['Outer Material: Polyester, Color: Black', 'Water Resistance: Water resistant', 'Capacity: 30 liters; Dimensions: 50 cms x 34 cms x 18 cms (LxWxH); Number of compartments: 2', 'Laptop Compatibility: Yes, Laptop Size: 17, Strap Type: Adjustable,', 'Closure Type: Zipper; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Traditional Backpacks']",,B075MK4TXP
https://www.amazon.in//GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-21,17-Dec-15,"['Outer Material: Polyester, Color: Black and Yellow.Ideal for 3-5 year old children.', 'Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant; Dimensions: 49 cms x 33 cms x 10 cms (LxWxH)', 'Number of compartments: 1; Compatible Laptop Size : 15.4', 'Warranty Type: Manufacturer; 1 Year from the date of purchase', 'Pocket Description: Utility Pocket; Color Name: Black And Blue; Age Range Description: Adult; Closure Type: Zipper']",,B019HA8AYG
https://www.amazon.in//Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-22,Bagzone Lifestyle Pvt Ltd,"['The Lino wheel Duffle Bag from Lavie Sport is a voluminous yet lightweight travel duffle. Made of high quality and durable materials, it provides the same function as a large-sized suitcase.Perfect travel duffle for weekend getaways.', 'Built to last: This duffle bag for travel features a combi-lock, shoulder strap, fully lined interior and is built with high-quality polyester fabric for the utmost durability. Made from water repellent & premium zippers, it makes it a super durable and lightweight all-weather travel duffle bag.', 'Plenty of Space & Easy to carry: The front side features a zippered pocket that is perfect to store quick access essentials. Lino luggage bags for travel have sturdy heavy-duty treaded rubber wheels in a protective wheel housing and retractable trolley for smooth mobility and maximum durability.', 'External Dimension: Length – 63cm, Width – 30cm, Height – 32cm, Capacity - 60 Litres.', 'Manufacturer warranty - 2 years']",,B097RJ22Q3
https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-23,"Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039","['30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.', 'Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics. Compatible Laptop Size 16 inch', 'Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.', 'Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks', '1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty', 'Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.']",,B085S444JV
https://www.amazon.in//Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-24,Gear Merchandise PVT LTD,"['Outer material: synthetic, color: brown', 'Waterproof', 'Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)', 'Number of compartments: 2', 'Laptop compatibility: yes, laptop size: 16strap type: adjustable', 'Anti theft waterproof bag with anti sweat fabric on back and shoulder straps', 'USB and headphone cable slot']",,B07G4F6XFH
https://www.amazon.in//Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-25,Safari Industries,"['HIGH QUALITY FABRIC: Our lightweight yet durable bags are made of 100% polyester and water resistant fabric. This casual backpack can be by boys and girls for school, college, coaching, tution, or everyday outings.', 'FRONT POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized and easy to access', 'MESH POCKET: Our fancy and stylish backpacks have mesh pockets on both sides to accommodate your water bottle and umbrella', 'COMFORT: Our 26 liter bag has mesh padding on back to help carry heavy items. It also provides superior comfort with padded adjustable shoulder straps; WARRANTY: All of our bags come with 1-year International Warranty against manufacturing defects', 'Age Range Description: Adult; Closure Type: Zipper']",,B09B26VHXV
https://www.amazon.in//American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-26,EXPERTS,"['Care Instructions: Hand Wash Only', 'Well Organized compartment ,Security Back Pocket']",,B0BTD4FK9G
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0Mjk3MzU5MTU1OTk3MTQ3OjE2ODUwMjQyNzI6c3BfbXRmOjIwMTE2ODgyMTgxMDk4OjowOjo&url=%2FRed-Lemon-Unisex-adult-Waterproof-Charging%2Fdp%2FB09VGNTDRZ%2Fref%3Dsr_1_27_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024272%26sprefix%3Dba%252Caps%252C283%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,B09VGNTDRZ,"['Closure: Zipper', 'PREMIUM MATERIAL: This stylish chest bag is made of waterproof TPU material. Comes in a shell structure with a front Rhombus design.', 'ORGANIZED DESIGN: Spaced compartment with one separate soft sleeve to hold iPad, phone, or notebook. Spacious enough to store accessories like a camera or short trip essentials. Multiple organized pockets to hold money wallet, power bank, mobile, charger, pens, cable, etc. Soft adjustable single shoulder strap to relieve the stress of shoulder. A strong sturdy handle to carry the bag with ease.', 'USB FEATURE: External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.', 'DIMENSIONS: 19 cms x 16 cms x 33 cms (LxWxH). The weight of the bag is 0.48 KG.', 'Outer Material Type: Synthetic']",,B09VGNTDRZ
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0Mjk3MzU5MTU1OTk3MTQ3OjE2ODUwMjQyNzI6c3BfbXRmOjIwMDc4ODgzNDA4MDk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X8BYQJ%2Fref%3Dsr_1_28_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024272%26sprefix%3Dba%252Caps%252C283%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Designed By Mokobara Lifestyle Private Limited,"['CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Blue, Water resistant: Yes', 'INDUSTRY BEST BACKPACK STORAGE: 45 x 31 x 13.5 cm Dimensions, 19L Capacity, Fits upto a 16” laptop', 'FLAT OPENING TECH COMPARTMENT: 5 pockets to store your iPad, adapters and other tech accessories, Padded laptop compartment with lock strap', 'MOST FEATURE RICH BACKPACK: USB Port:1, Power bank not included, Front compartment: slip pockets, pen pockets, zippered pockets, Expandable body, Hidden magnetic passport/phone pocket, Luggage sleeve, Hidden expandable water bottle/umbrella pocket', 'MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)']",,B0B7X8BYQJ
https://www.amazon.in//Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-29,Amazing Bags,"['This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.', ""Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days."", 'Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.', ""Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less."", 'FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc']",,B09VCLZ3K4
https://www.amazon.in//ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-30,Atulitu Agency,"['MULTI-FUNCTION COMPARTMENT: ZIPLINE backpack for men features with multiple storage compartments and for additional supplies and accessories such as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.', 'DURABLE MATERIAL: The school bag for boys is made up of superior quality which is durable, eco-friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.', 'COMFORTABLE DESIGN: Our school bag for boys ""S"" Curve is adjustable, heavily padded shoulder straps and back panel make the school bag more comfortable to wear even when loaded with all your gear; Compact: Backpack for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella and thus it is best school bags for boys.', 'Size:18*13*9 inch(L*W*H), Capacity: The college bag has capacity of 36.5L which is bigger than others of the same style. Good size for school bags, college bag, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; Age Range Description: Kid; Special Features: Water Bottle Umbrella Pouch; Pocket Description: Utility Pocket', 'Compartment Description: The backpack for men is not laptop compatible; Warranty Description: 1 Year From The Date Of Purchase, Water Resistance Level: Waterproof']",,B07XVMR33Q
https://www.amazon.in//Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-31,Fur Jaden,"['Large sized black and grey colour trekking rucksack for men and women for travel use as well as for trendy college and school students. Huge compartment size that can fit upto several pairs of clothes with ease with separate pocket for shoesMultiple pockets for other accessories and water bottle<br>', 'External clips to hold a yoga mat on the backside available with this rucksack. Also available on both sides of the rucksack are additional clips which can be used to carry camera stands as well as other climbing equipments<br>', 'The rucksack features a sleek and ergonomic design with a balanced weight distribution through its shoulder straps and waist strapsThis makes this product a suitable alternative to bulky and unsightly rucksacksThe compact design of this trekking bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease<br>', 'Capacity: 55 L ; weight: 700 grams; dimensions: 35 cms x 25 cms x 65 cms (LxWxH); 1 Year manufacturer warranty against defects; Lining Description: Polyester; Special Features: Back Padding; Pocket Description: Utility Pocket; Style Name: Rucksack Backpacks; Closure Type: Zipper; Age Range Description: Adult; Color Name: Black Grey<br>', 'Water Resistance Level: Water Resistant; Warranty Description: 1 Year Manufacturer Warranty Against Defects Only<br>']",,B07YDGQQN5
https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-32,"Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039","['Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex', 'Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps', 'Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks', 'Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket', 'Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry']",,B07PLKV6D1
https://www.amazon.in//Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-33,Safari Industries,"['100% Polyester, High Quality, Durable and Water Resistant Fabric', '2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook', 'Front storage pocket keeps smaller items neatly organized and easy to access', 'Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects', 'Age Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight']",,B09B25Z8M2
https://www.amazon.in//Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B28TKLG/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-34,Safari Industries,"['100% Polyester, High Quality, Durable and Water Resistant Fabric', '2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook', 'Front storage pocket keeps smaller items neatly organized and easy to access', 'Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects', 'Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult']",,B09B28TKLG
https://www.amazon.in//POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1685024272&sprefix=ba%2Caps%2C283&sr=8-35,13-Nov-19,"['Care Instructions: Wipe with Damp Cloth', 'PADDED LAPTOP COMPARTMENT WITH MAXED OUT STORAGE : Generous 32 Ltrs backpack with Dimension of 32 Cm x 22 Cm x 45 Cm, 2 full size compartments, 1 front zipper & 2 side pockets, Fits upto 15.6 inches Laptop with elasticated strap lock at just 590 grams.', 'CRAFTED WITH PRECISION : Made with strong, water resistant Polyester fabric and faux leather for a lightweight and durable finish. Our polestar Vintage backpack is a blend of style and utility. A classic design with opulent detailing and vegan leather material adds to your style and keeps your belongings safe.', 'COMFORTABLE CARRY : This strong and impervious backpack is a fabulous choice for daily use. Guaranteed for strength and durability, it has padded breathable mesh back and adjustable straps. The interiors have added foam padding to protected electronics. Ergo-Grip Backstraps that distribute weight evenly over your shoulders and back, while the integrated top grab handle lets you move effortlessly.', 'BENEFITS: 2 main compartments provide optimal organisation, with premium zippers keeping your valuables protected, two side water bottle pockets help keep your goods dry and body hydrated.', 'VERSATILITY : This made in india versatile backpack comes with 12 months warranty, and is perfect for everyone, men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks. All in one VINTAGE BACKPACK by Polestar.']",,B081GSQ9D9
